Date,IndexTicker,NumIssues,Coupon,Rating,ParAmount(LCL),MktValue(LCL),ParAmount(USD),MktValue(USD),ParAmount(EUR),MktValue(EUR),ParAmount(GBP),MktValue(GBP),ParAmount(JPY),MktValue(JPY),ParAmount(AUD),MktValue(AUD),ParAmount(CAD),MktValue(CAD),ParAmount(CHF),MktValue(CHF),ParAmount(CNY),MktValue(CNY),ParAmount(HKD),MktValue(HKD),ParAmount(SGD),MktValue(SGD),AvgLife,Price,YldtoMat,YldToCall,YldtoWorst,CurrentYield,GrossSpread,OAS,OASToSwap,MacDur,ModDur,SemiAnnModDur,DurToWorst,SemiAnnDurToWorst,EffDur,SemiAnnEffDur,EffDurToSwap,Cnvxty,CnvxtyToSwap,DailyTotalRtn(LCL),MthToDtPrincRtn(LCL),MthToDtIncomeRtn(LCL),MthToDtTotalRtn(LCL),IndexValue(LCL),DailyTotalRtn(USD),MthToDtTotalRtn(USD),IndexValue(USD),DailyHedgedRtn(USD),MthToDtHedgedRtn(USD),IndexValueHedged(USD),DailyTotalRtn(EUR),MthToDtTotalRtn(EUR),IndexValue(EUR),DailyHedgedRtn(EUR),MthToDtHedgedRtn(EUR),IndexValueHedged(EUR),DailyTotalRtn(GBP),MthToDtTotalRtn(GBP),IndexValue(GBP),DailyHedgedRtn(GBP),MthToDtHedgedRtn(GBP),IndexValueHedged(GBP),DailyTotalRtn(JPY),MthToDtTotalRtn(JPY),IndexValue(JPY),DailyHedgedRtn(JPY),MthToDtHedgedRtn(JPY),IndexValueHedged(JPY),DailyTotalRtn(AUD),MthToDtTotalRtn(AUD),IndexValue(AUD),DailyHedgedRtn(AUD),MthToDtHedgedRtn(AUD),IndexValueHedged(AUD),DailyTotalRtn(CAD),MthToDtTotalRtn(CAD),IndexValue(CAD),DailyHedgedRtn(CAD),MthToDtHedgedRtn(CAD),IndexValueHedged(CAD),DailyTotalRtn(CHF),MthToDtTotalRtn(CHF),IndexValue(CHF),DailyHedgedRtn(CHF),MthToDtHedgedRtn(CHF),IndexValueHedged(CHF),DailyTotalRtn(CNY),MthToDtTotalRtn(CNY),IndexValue(CNY),DailyHedgedRtn(CNY),MthToDtHedgedRtn(CNY),IndexValueHedged(CNY),DailyTotalRtn(HKD),MthToDtTotalRtn(HKD),IndexValue(HKD),DailyHedgedRtn(HKD),MthToDtHedgedRtn(HKD),IndexValueHedged(HKD),DailyTotalRtn(SGD),MthToDtTotalRtn(SGD),IndexValue(SGD),DailyHedgedRtn(SGD),MthToDtHedgedRtn(SGD),IndexValueHedged(SGD)
20231229,AU_TSY_20+,3,2.7488,AAA,41800.0000,31817.9326,28522.2300,21710.9663,25820.1512,19654.1586,22373.8861,17030.8804,4021063.9854,3060812.0323,41800.0000,31817.9326,37609.4125,28628.0802,24005.7349,18273.0348,202285.3596,153978.5154,222717.2591,169531.1661,37623.6736,28638.9357,26.6026,75.7894,4.3043,4.3043,4.3043,3.6273,2.2115,0.2549,53.8728,17.5946,17.2240,17.2240,17.2240,17.2240,17.4566,17.4566,17.3586,4.0473,3.9465,-0.7057,7.4384,0.3264,7.7648,147.1313,-1.2412,10.9016,99.3465,-0.7572,8.0846,139.6080,-0.7137,9.5412,100.0400,-0.7214,7.8471,120.0013,-1.0708,10.1316,102.4855,-0.7417,8.0023,134.5081,-1.1816,5.7591,117.4649,-0.7673,7.2214,109.0763,-0.7057,7.7648,147.1313,-0.7057,7.7648,147.1313,-1.2449,7.8547,119.4794,-0.7422,7.8225,139.8745,-0.6154,7.3432,76.7888,-0.7203,7.4845,107.8594,-1.4316,10.2997,104.4254,-0.7972,7.7390,124.0477,-1.3044,10.8767,99.1473,-0.7622,8.0801,132.5734,-1.0499,9.6136,102.0835,-0.7476,7.8523,135.7563
20231229,AU_TSY_1-5,8,2.5485,AAA,159794.5664,155892.9092,109035.8224,106373.5266,98706.2168,96296.1360,85531.7088,83443.3061,15371870.2405,14996539.7771,159794.5664,155892.9092,143774.6354,140264.1321,91769.9999,89529.2786,773303.8596,754422.3252,851411.6709,830623.0010,143829.1533,140317.3189,2.9715,97.1286,3.6733,3.6733,3.6733,2.6281,-0.4170,-0.2724,-3.6321,2.8416,2.7906,2.7906,2.7906,2.7906,2.7875,2.7875,2.8443,0.1043,0.0920,-0.0907,1.2803,0.2249,1.5051,1324.3836,-0.6295,4.4597,1088.6791,-0.0912,1.6443,501.3957,-0.0988,3.1784,697.3696,-0.0966,1.4852,497.3835,-0.4580,3.7345,989.1027,-0.0909,1.6063,842.8495,-0.5696,-0.3840,609.7814,-0.1337,1.0775,196.0831,-0.0907,1.5051,1324.3836,-0.0907,1.5051,1324.3836,-0.6333,1.5898,1089.7126,-0.0927,1.5577,624.2152,0.0002,1.1081,351.7416,-0.1134,1.2493,249.9862,-0.8211,3.8928,151.2411,-0.1224,1.3335,140.3864,-0.6931,4.4363,1087.0851,-0.0922,1.6412,453.2724,-0.4371,3.2465,659.2043,-0.1010,1.4862,348.7067
20231229,AU_TSY_5-10,10,2.1748,AAA,242684.8027,216336.5176,165595.9751,147617.2228,149908.0932,133632.5739,129899.5726,115796.3781,23345720.5756,20811076.0662,242684.8027,216336.5176,218354.8528,194648.0699,139373.8525,124242.0355,1174439.7749,1046930.8673,1293064.4517,1152676.4649,218437.6508,194721.8786,7.7531,88.8617,3.8541,3.8541,3.8541,2.4497,0.6552,-0.1405,13.1813,7.0663,6.9322,6.9322,6.9322,6.9322,6.9696,6.9696,7.0792,0.5625,0.5468,-0.3366,3.3676,0.2142,3.5818,2036.0514,-0.8741,6.5969,1673.6893,-0.3561,3.7809,771.6655,-0.3447,5.2893,1072.1066,-0.3465,3.5958,770.5554,-0.7030,5.8569,1520.6048,-0.3502,3.7282,1311.7949,-0.8143,1.6541,937.4522,-0.3856,3.1158,294.7254,-0.3366,3.5818,2036.0514,-0.3366,3.5818,2036.0514,-0.8778,3.6683,1675.2781,-0.3508,3.6361,968.1393,-0.2459,3.1767,540.7526,-0.3563,3.3179,384.9301,-1.0652,6.0184,170.0909,-0.3903,3.4586,156.0352,-0.9375,6.5730,1671.2387,-0.3586,3.7773,697.6122,-0.6821,5.3589,1013.4329,-0.3587,3.5982,537.7780
20231229,AU_TSY_1-10,18,2.3232,AAA,402479.3691,372229.4268,274631.7975,253990.7493,248614.3100,229928.7099,215431.2814,199239.6841,38717590.8162,35807615.8433,402479.3691,372229.4268,362129.4882,334912.2021,231143.8524,213771.3142,1947743.6345,1801353.1925,2144476.1226,1983299.4658,362266.8041,335039.1975,5.8547,92.1439,3.7784,3.7784,3.7784,2.5245,0.2062,-0.1958,6.1397,5.2970,5.1977,5.1977,5.1977,5.1977,5.2181,5.2181,5.3056,0.3706,0.3563,-0.2338,2.4838,0.2187,2.7025,1585.9479,-0.7719,5.6920,1303.6921,-0.2454,2.8762,601.1922,-0.2419,4.3955,835.0994,-0.2421,2.7021,598.1192,-0.6007,4.9582,1184.4495,-0.2419,2.8297,1015.2780,-0.7120,0.7911,730.2126,-0.2803,2.2527,232.5526,-0.2338,2.7025,1585.9479,-0.2338,2.7025,1585.9479,-0.7757,2.7882,1304.9296,-0.2430,2.7561,750.9112,-0.1431,2.3008,421.2101,-0.2548,2.4420,299.8555,-0.9632,5.1184,157.8119,-0.2784,2.5588,145.6423,-0.8354,5.6683,1301.7832,-0.2473,2.8728,543.4923,-0.5797,4.4645,789.3965,-0.2511,2.7039,418.5058
20231229,AU_TSY_10+,9,3.1313,AAA,129950.0000,113242.1182,88671.3825,77270.7593,80271.0202,69950.4452,69557.0933,60614.0252,12500891.5049,10893631.6498,129950.0000,113242.1182,116922.0850,101889.2232,74630.2691,65034.9346,628875.1790,548019.6793,692394.9238,603372.5877,116966.4207,101927.8586,17.2555,86.8464,4.1343,4.1343,4.1343,3.6059,1.1041,-0.0754,27.3704,12.3312,12.0792,12.0792,12.0792,12.0792,12.2286,12.2286,12.3111,2.0491,2.0123,-0.5739,5.4241,0.3194,5.7435,2579.2337,-1.1101,8.8215,2120.1999,-0.6117,6.0049,981.9211,-0.5819,7.4867,1358.1256,-0.5876,5.7928,980.1639,-0.9395,8.0660,1926.2751,-0.6004,5.9370,1681.6109,-1.0505,3.7755,1187.5478,-0.6290,5.2376,365.8170,-0.5739,5.7435,2579.2337,-0.5739,5.7435,2579.2337,-1.1139,5.8318,2122.2125,-0.6001,5.7997,1239.5406,-0.4834,5.3299,685.0158,-0.5908,5.4712,486.2558,-1.3008,8.2309,177.3791,-0.6489,5.6706,161.3064,-1.1734,8.7971,2117.0955,-0.6156,6.0009,887.7022,-0.9186,7.5577,1283.7988,-0.6074,5.7966,684.0835
20231229,AU_TSY_15+,5,2.8268,AAA,66400.0000,52764.8740,45308.0400,36004.1118,41015.7425,32593.2302,35541.2928,28242.9493,6387527.4792,5075859.6798,66400.0000,52764.8740,59743.1815,47475.0218,38133.5119,30302.8607,321333.6813,255348.3616,353790.0957,281139.9071,59765.8356,47493.0239,22.8916,79.1786,4.2709,4.2709,4.2709,3.5704,2.0895,0.0994,43.2507,15.7020,15.3732,15.3732,15.3732,15.3732,15.5993,15.5993,15.5901,3.2260,3.1585,-0.6741,6.7982,0.3201,7.1183,335.0818,-1.2098,10.2363,206.8313,-0.7216,7.4194,212.1956,-0.6821,8.8841,139.1379,-0.6893,7.1900,187.5521,-1.0393,9.4710,161.8721,-0.7073,7.3417,248.1949,-1.1502,5.1247,216.8765,-0.7335,6.5869,143.0250,-0.6741,7.1183,335.0818,-0.6741,7.1183,335.0818,-1.2135,7.2077,237.3298,-0.7074,7.1755,240.0124,-0.5837,6.6993,100.8668,-0.6894,6.8406,141.8567,-1.4002,9.6380,104.6202,-0.7607,7.0774,150.8970,-1.2730,10.2116,206.6937,-0.7263,7.4150,192.3559,-1.0184,8.9560,183.5575,-0.7136,7.1947,186.1203
20231229,BE_TSY_1-3,3,1.7218,AA,51187.0000,51133.4873,56543.7196,56484.6067,51187.0000,51133.4873,44354.9730,44308.6027,7971533.5822,7963199.8590,82866.1531,82779.5219,74558.5486,74480.6025,47590.0216,47540.2693,401019.3678,400600.1280,441524.4613,441062.8760,74586.8205,74508.8448,1.9797,98.7475,2.5208,2.5368,2.5368,1.7611,6.0378,6.2718,-21.6351,1.9412,1.8938,1.9173,1.8938,1.9173,1.8860,1.9100,1.9100,0.0563,0.0581,-0.0745,0.9895,0.1477,1.1371,302.3935,-0.6054,2.3931,256.2323,-0.0671,1.2925,338.6471,-0.0745,1.1371,318.8725,-0.0745,1.1371,324.5765,-0.4339,1.6823,388.6297,-0.0675,1.2566,445.5057,-0.5454,-2.3548,266.4967,-0.1112,0.7398,156.9142,-0.0664,-0.5030,289.7041,-0.0691,1.1618,574.1979,-0.6092,-0.4200,291.2759,-0.0694,1.2141,365.6614,0.0245,-0.8922,169.8094,-0.0921,0.9073,200.9868,-0.7970,1.8374,168.5100,-0.0978,0.9835,151.3845,-0.6690,2.3702,256.5296,-0.0680,1.2895,324.0639,-0.4129,1.2039,194.4182,-0.0779,1.1379,265.0524
20231229,BE_TSY_3-5,4,2.1358,AA,66157.9395,67100.0146,73081.3678,74122.0312,66157.9395,67100.0146,57327.7124,58144.0471,10303011.2343,10449723.9562,107102.4662,108627.5829,96365.0916,97737.3103,61508.9332,62384.8075,518307.6768,525688.2696,570659.5146,578785.5866,96401.6323,97774.3713,4.0333,99.8995,2.2293,2.2417,2.2417,2.1703,15.2354,15.1546,-11.0057,3.8501,3.7657,3.8077,3.7657,3.8077,3.7468,3.7887,3.7984,0.1829,0.1883,-0.2147,1.8603,0.1820,2.0423,413.7937,-0.7449,3.3095,350.6269,-0.2145,2.2091,461.7894,-0.2147,2.0423,436.3434,-0.2147,2.0423,444.1977,-0.5736,2.5923,531.7988,-0.2122,2.1667,608.7987,-0.6850,-1.4809,364.6726,-0.2515,1.6129,212.4815,-0.2067,0.3874,396.4295,-0.2070,2.0519,782.7795,-0.7486,0.4712,398.5804,-0.2130,2.1050,498.8024,-0.1159,-0.0053,232.3662,-0.2287,1.7938,274.9139,-0.9362,2.7488,220.7600,-0.2466,1.8951,173.5562,-0.8084,3.2863,351.0337,-0.2160,2.2059,441.8315,-0.5526,2.1097,266.0408,-0.2217,2.0437,361.2721
20231229,BE_TSY_5-7,2,0.5571,AA,33426.0000,30262.5781,36924.0309,33429.5569,33426.0000,30262.5781,28964.5677,26223.3738,5205549.8763,4712898.9346,54113.0372,48991.8032,48688.0271,44080.2138,31077.1106,28135.9866,261872.6119,237089.1036,288323.1415,261036.3667,48706.4892,44096.9285,5.9041,90.2438,2.2975,2.3107,2.3107,0.6182,23.1316,23.6733,-0.7359,5.7946,5.6636,5.7287,5.6636,5.7287,5.6430,5.7083,5.7188,0.3795,0.3902,-0.4458,2.8013,0.0536,2.8548,529.3456,-0.9747,4.1322,448.5395,-0.4535,3.0317,589.7754,-0.4458,2.8548,558.1924,-0.4458,2.8548,568.3141,-0.8038,3.4093,680.3036,-0.4479,2.9837,780.0470,-0.9150,-0.6964,466.5075,-0.4799,2.3976,269.7162,-0.4378,1.1868,507.1325,-0.4344,2.8514,997.2385,-0.9785,1.2713,509.8840,-0.4458,2.9051,637.2932,-0.3472,0.7910,297.2545,-0.4546,2.5902,351.5445,-1.1656,3.5670,273.2055,-0.4866,2.7133,192.5443,-1.0381,4.1088,449.0599,-0.4556,3.0283,564.2121,-0.7829,2.9228,340.3327,-0.4563,2.8568,460.9217
20231229,BE_TSY_7-10,6,1.4865,AA,86912.0000,81247.6104,96007.3408,89750.1728,86912.0000,81247.6104,75311.6887,70403.3360,13535114.9060,12652979.3576,140701.0197,131530.9926,126595.2796,118344.5778,80804.5784,75538.2329,680903.2624,636526.1753,749678.1210,700818.7116,126643.2832,118389.4529,8.4556,92.5741,2.5051,2.5208,2.5208,1.6160,29.8881,29.8839,15.6410,7.9026,7.7080,7.8047,7.7080,7.8047,7.7260,7.8232,7.8083,0.7034,0.7197,-0.7551,3.7549,0.1399,3.8948,648.1802,-1.2823,5.1850,549.2336,-0.7728,4.0844,722.8350,-0.7551,3.8948,683.5029,-0.7551,3.8948,695.9512,-1.1120,4.4548,833.0273,-0.7630,4.0292,958.4017,-1.2228,0.3077,571.2354,-0.7852,3.4022,327.9670,-0.7470,2.2099,620.9804,-0.7388,3.8748,1218.3614,-1.2861,2.2952,624.3496,-0.7570,3.9293,780.8736,-0.6568,1.8101,363.9862,-0.7571,3.6096,430.7799,-1.4727,4.6142,326.1836,-0.8072,3.7603,208.6567,-1.3455,5.1615,549.8709,-0.7757,4.0808,691.4735,-1.0911,3.9634,416.7352,-0.7699,3.8974,563.7996
20231229,BE_TSY_10-15,4,3.4236,AA,45724.6934,49224.9771,50509.7825,54376.3709,45724.6934,49224.9771,39621.7309,42654.8250,7120869.1397,7665980.7692,74023.2762,79689.8526,66602.1992,71700.6827,42511.5585,45765.8726,358225.4796,385648.0977,394408.1623,424600.6110,66627.4541,71727.8709,12.0516,105.3440,2.7541,2.7731,2.7731,3.2586,35.5831,36.4115,29.1702,9.8723,9.6048,9.7376,9.6048,9.7376,9.6925,9.8252,9.7812,1.1721,1.1956,-0.9633,4.5491,0.2824,4.8315,707.3877,-1.4895,6.1333,679.3426,-0.9888,5.0325,790.4126,-0.9633,4.8315,741.9788,-0.9633,4.8315,758.0991,-1.3195,5.3965,926.9819,-0.9759,4.9708,1037.0376,-1.4300,1.2120,677.8041,-0.9918,4.3072,356.3127,-0.9553,3.1314,771.0002,-0.9438,4.7966,1314.5767,-1.4932,3.2175,773.5966,-0.9676,4.8519,846.4279,-0.8652,2.7280,392.9682,-0.9606,4.5278,471.0549,-1.6794,5.5573,348.7981,-1.0243,4.7032,220.8427,-1.5525,6.1095,680.6982,-0.9923,5.0286,756.0092,-1.2987,4.9007,500.0674,-0.9817,4.8347,619.3660
20231229,BE_TSY_15-20,4,2.9758,AA,35784.0000,36576.0044,39528.7956,40403.6832,35784.0000,36576.0044,31007.8409,31694.1350,5572769.6037,5696111.2645,57930.3812,59212.5496,52122.6699,53276.2967,33269.4108,34005.7600,280346.1242,286551.0023,308662.5769,315494.1808,52142.4343,53296.4986,17.0100,100.0952,2.9748,2.9969,2.9969,2.9823,42.8102,43.7259,44.3312,13.3082,12.9208,13.1131,12.9208,13.1131,13.0915,13.2856,13.1830,2.1352,2.1701,-1.2941,6.2329,0.2626,6.4955,438.6635,-1.8185,7.8180,265.4415,-1.3324,6.7170,501.0802,-1.2941,6.4955,452.5851,-1.2941,6.4955,464.4213,-1.6490,7.0695,407.2707,-1.3144,6.6437,565.0709,-1.7593,2.8186,314.9107,-1.3207,5.9143,278.5538,-1.2861,4.7684,420.4193,-1.2697,6.4339,689.7953,-1.8222,4.8559,445.4092,-1.3030,6.4906,514.0891,-1.1963,4.3586,235.2963,-1.2840,6.1588,331.0100,-2.0078,7.2329,306.5929,-1.3699,6.3786,219.7965,-1.8813,7.7939,268.9213,-1.3370,6.7127,493.7154,-1.6283,6.5658,253.4164,-1.3186,6.4998,438.7429
20231229,BE_TSY_20+,8,2.1516,AA,76556.0000,62653.8023,84567.5854,69210.5227,76556.0000,62653.8023,66337.9239,54291.2791,11922338.1897,9757299.4840,123935.7887,101429.6514,111510.8181,91260.9952,71176.3083,58251.0364,599770.2292,490854.8688,660350.2190,540433.8267,111553.1019,91295.6004,30.7159,80.7118,3.0800,3.1037,3.1037,2.6674,46.7266,46.4605,68.0306,20.9124,20.2854,20.5965,20.2854,20.5965,20.5880,20.9039,20.3695,5.7548,5.6413,-2.0189,9.3475,0.2440,9.5915,333.7389,-2.5395,10.9525,342.3303,-2.0815,9.8514,409.4235,-2.0189,9.5915,337.4184,-2.0189,9.5915,335.4960,-2.3713,10.1823,442.1454,-2.0537,9.7564,451.5745,-2.4807,5.8077,382.0291,-2.0399,8.9037,210.9337,-2.0110,7.8143,341.8036,-1.9843,9.4799,601.7800,-2.5432,7.9043,317.1703,-2.0351,9.5391,417.4637,-1.9219,7.3926,196.3221,-1.9941,9.1929,247.7345,-2.7274,10.3504,149.6585,-2.1225,9.4961,209.1538,-2.6018,10.9277,345.2507,-2.0880,9.8465,382.3753,-2.3507,9.6639,278.5737,-2.0546,9.5979,340.9317
20231229,BE_TSY_1-5,7,1.9552,AA,117344.9395,118233.5020,129625.0874,130606.6379,117344.9395,118233.5020,101682.6854,102452.6498,18274544.8165,18412923.8152,189968.6193,191407.1048,170923.6402,172217.9128,109098.9548,109925.0768,919327.0446,926288.3975,1012183.9759,1019848.4626,170988.4527,172283.2161,3.1375,99.3970,2.3554,2.3693,2.3693,1.9933,11.2576,11.3130,-15.6027,3.0245,2.9562,2.9901,2.9562,2.9901,2.9420,2.9762,2.9817,0.1281,0.1320,-0.1541,1.4818,0.1671,1.6488,354.9922,-0.6846,2.9112,300.8016,-0.1508,1.8107,396.9205,-0.1541,1.6488,374.3376,-0.1541,1.6488,381.0652,-0.5132,2.1967,456.2284,-0.1497,1.7711,522.6727,-0.6247,-1.8607,312.8515,-0.1909,1.2334,183.2702,-0.1461,0.0004,340.0956,-0.1474,1.6650,672.7942,-0.6884,0.0838,341.9408,-0.1510,1.7178,428.5574,-0.0552,-0.3908,199.3462,-0.1697,1.4085,235.9262,-0.8761,2.3527,192.1547,-0.1823,1.4989,162.3708,-0.7481,2.8881,301.1507,-0.1520,1.8075,379.8006,-0.4922,1.7160,228.2355,-0.1595,1.6500,310.5811
20231229,BE_TSY_5-10,8,1.2283,AA,120338.0000,111510.1885,132931.3717,123179.7297,120338.0000,111510.1885,104276.2564,96626.7098,18740664.7823,17365878.2922,194814.0569,180522.7958,175283.3067,162424.7916,111881.6890,103674.2195,942775.8744,873615.2789,1038001.2625,961855.0783,175349.7724,162486.3814,7.7469,91.9268,2.4487,2.4638,2.4638,1.3452,28.0545,28.1984,11.1965,7.3305,7.1532,7.2413,7.1532,7.2413,7.1607,7.2492,7.2412,0.6155,0.6303,-0.6713,3.4942,0.1163,3.6105,485.0920,-1.1990,4.8972,388.6515,-0.6864,3.7966,583.9263,-0.6713,3.6105,486.5840,-0.6713,3.6105,513.1904,-1.0285,4.1690,541.3012,-0.6777,3.7433,691.8519,-1.1394,0.0332,455.0842,-0.7025,3.1276,260.8058,-0.6633,1.9302,404.7022,-0.6563,3.5950,920.3822,-1.2028,2.0153,410.0832,-0.6727,3.6493,599.4117,-0.5729,1.5315,263.9888,-0.6752,3.3309,329.2629,-1.3895,4.3279,246.6954,-0.7204,3.4741,203.9053,-1.2623,4.8737,392.9465,-0.6890,3.7930,558.2541,-1.0077,3.6789,322.4341,-0.6850,3.6129,460.5928
20231229,BE_TSY_1-10,15,1.5872,AA,237682.9395,229743.6904,262556.4591,253786.3676,237682.9395,229743.6904,205958.9418,199079.3596,37015209.5988,35778802.1090,384782.6761,371929.9005,346206.9469,334642.7044,220980.6438,213599.2963,1862102.9190,1799903.6765,2050185.2384,1981703.5410,346338.2252,334769.5975,5.4712,95.6148,2.4007,2.4152,2.4152,1.6788,19.4103,19.5086,-2.5952,5.1145,4.9932,5.0535,4.9932,5.0535,4.9896,5.0502,5.0491,0.3647,0.3738,-0.4058,2.4489,0.1427,2.5916,452.2434,-0.9350,3.8657,383.2072,-0.4115,2.7651,505.0557,-0.4058,2.5916,476.8885,-0.4058,2.5916,485.4707,-0.7640,3.1446,581.2136,-0.4067,2.7190,666.5191,-0.8752,-0.9505,398.5581,-0.4398,2.1437,231.5845,-0.3978,0.9279,433.2658,-0.3950,2.5925,854.1080,-0.9387,1.0121,435.6165,-0.4048,2.6461,545.3254,-0.3072,0.5331,253.9577,-0.4156,2.3324,300.3469,-1.1260,3.3020,238.0861,-0.4442,2.4481,180.2463,-0.9984,3.8424,383.6518,-0.4134,2.7618,483.2099,-0.7431,2.6594,290.7613,-0.4153,2.5934,394.6602
20231229,BE_TSY_10+,16,2.7062,AA,158064.6934,148454.7837,174606.1635,163990.5768,158064.6934,148454.7837,136967.4957,128640.2391,24615976.9331,23119391.5177,255889.4461,240332.0536,230235.6872,216237.9746,146957.2775,138022.6690,1238341.8329,1163053.9688,1363420.9582,1280528.6185,230322.9903,216319.9699,22.2139,92.2255,2.9460,2.9678,2.9678,2.9410,42.0667,42.4547,49.3062,15.3782,14.9294,15.1521,14.9294,15.1521,15.1283,15.3534,15.0880,3.3435,3.3120,-1.4926,6.9478,0.2616,7.2095,754.5483,-2.0159,8.5409,724.6335,-1.5371,7.4398,837.2065,-1.4926,7.2095,791.4456,-1.4926,7.2095,808.6444,-1.8468,7.7873,988.7826,-1.5166,7.3615,1105.2053,-1.9568,3.5079,722.9924,-1.5171,6.6035,371.9396,-1.4846,5.4708,822.4018,-1.4652,7.1363,1393.4743,-2.0196,5.5589,825.1713,-1.5029,7.1936,898.5174,-1.3950,5.0583,419.1669,-1.4784,6.8584,498.1955,-2.2048,7.9518,358.6930,-1.5754,7.0976,221.0689,-2.0786,8.5165,726.0794,-1.5421,7.4355,800.7739,-1.8261,7.2803,533.4063,-1.5198,7.2143,656.0910
20231229,BE_TSY_15+,12,2.4141,AA,112340.0000,99229.8066,124096.3810,109614.2059,112340.0000,99229.8066,97345.7648,85985.4141,17495107.7934,15453410.7485,181866.1699,160642.2011,163633.4880,144537.2919,104445.7191,92256.7964,880116.3533,777405.8711,969012.7959,855928.0075,163695.5362,144592.0990,26.3501,86.8860,3.0412,3.0644,3.0644,2.7835,45.2830,45.4525,59.2950,18.1095,17.5708,17.8381,17.5708,17.8381,17.8248,18.0958,17.7206,4.4206,4.3619,-1.7530,8.1786,0.2510,8.4296,680.7240,-2.2750,9.7762,657.7037,-1.8068,8.6751,786.9176,-1.7530,8.4296,702.3277,-1.7530,8.4296,720.7415,-2.1063,9.0141,875.8695,-1.7825,8.5882,980.8289,-2.2160,4.6859,707.8690,-1.7759,7.7818,343.1341,-1.7450,6.6712,718.6901,-1.7220,8.3368,1253.0428,-2.2787,6.7602,713.7048,-1.7664,8.3951,816.9756,-1.6557,6.2539,348.6915,-1.7334,8.0542,454.9290,-2.4634,9.1804,307.7983,-1.8465,8.3261,218.3538,-2.3375,9.7516,661.2192,-1.8125,8.6704,751.0738,-2.0857,8.5012,521.9287,-1.7846,8.4352,619.6417
20231229,CA_TSY_1-3,14,2.3698,AAA,201724.6587,197452.6538,152983.9669,149744.1634,138490.8947,135558.0169,120006.2495,117464.8285,21567679.6467,21110932.1509,224201.6075,219453.5991,201724.6587,197452.6538,128758.9557,126032.1751,1084992.8897,1062015.5554,1194582.9544,1169284.7868,201801.1507,197527.5259,1.7688,97.2855,3.9416,3.9416,3.9416,2.4410,-1.4683,-0.5485,-4.0791,1.7281,1.6953,1.6953,1.6953,1.6953,1.6892,1.6892,1.6891,0.0391,0.0394,0.0880,0.6582,0.2069,0.8651,666.2316,0.0918,3.7145,665.5998,0.0947,0.9332,538.5295,0.6264,2.4423,426.3599,0.0826,0.7824,531.7618,0.2645,2.9945,604.7205,0.0923,0.8999,897.0321,0.1522,-1.0947,372.8099,0.0433,0.3977,212.5266,0.6346,0.7810,809.7055,0.0855,0.8131,1410.5248,0.0880,0.8651,666.2316,0.0880,0.8651,666.2316,0.7261,0.3868,215.0488,0.0616,0.5599,266.9374,-0.1012,3.1516,117.6075,0.0644,0.6262,139.6559,0.0278,3.6913,664.6252,0.0941,0.9303,486.7862,0.2857,2.5100,403.0263,0.0811,0.7830,373.4843
20231229,CA_TSY_3-5,6,2.4718,AAA,82515.8862,81072.9150,62578.4061,61484.0854,56649.9851,55659.3359,49088.8030,48230.3776,8822303.6863,8668026.3631,91710.1283,90106.3756,82515.8862,81072.9150,52669.1155,51748.0805,443818.5715,436057.4306,488646.6126,480101.5552,82547.1754,81103.6571,3.9400,97.4987,3.2621,3.2621,3.2621,2.5384,1.5641,2.0982,1.7677,3.7440,3.6841,3.6841,3.6841,3.6841,3.6573,3.6573,3.6550,0.1592,0.1593,0.1381,1.7650,0.2172,1.9823,884.7499,0.1419,4.8632,883.9109,0.1462,2.0831,713.3844,0.6768,3.5769,566.2023,0.1396,1.9177,699.4674,0.3147,4.1352,803.0637,0.1454,2.0415,1186.1706,0.2023,0.0008,495.0884,0.0938,1.4925,276.6212,0.6849,1.8972,1075.2820,0.1415,1.9293,1868.2988,0.1381,1.9823,884.7499,0.1381,1.9823,884.7499,0.7765,1.4986,285.5829,0.1187,1.6717,350.0614,-0.0512,4.2941,123.5430,0.1139,1.7698,145.5580,0.0778,4.8397,882.6166,0.1449,2.0799,644.7810,0.3359,3.6453,535.2154,0.1344,1.9191,493.5963
20231229,CA_TSY_5-7,5,2.4000,AAA,59121.3481,56760.4844,44836.4539,43046.0218,40588.8326,38968.0187,35171.3633,33766.8825,6321043.2738,6068628.1571,65708.8795,63084.9591,59121.3481,56760.4844,37736.6014,36229.6843,317989.0985,305290.9960,350107.6923,336127.0137,59143.7664,56782.0074,5.9733,95.7368,3.0825,3.0825,3.0825,2.5095,-0.1747,0.2137,3.6706,5.5692,5.4847,5.4847,5.4847,5.4847,5.4446,5.4446,5.4374,0.3394,0.3389,0.2215,2.7595,0.2138,2.9733,1156.6033,0.2253,5.8822,1155.5064,0.2319,3.1026,929.5752,0.7606,4.5835,740.1768,0.2292,2.9245,910.3382,0.3983,5.1472,1049.8176,0.2320,3.0538,1551.1000,0.2858,0.9726,647.2121,0.1769,2.4640,356.8953,0.7688,2.8874,1405.6793,0.2297,2.9195,2441.7839,0.2215,2.9733,1156.6033,0.2215,2.9733,1156.6033,0.8604,2.4849,373.3328,0.2078,2.6580,454.6858,0.0321,5.3076,132.0947,0.1979,2.7837,154.7720,0.1612,5.8585,1153.8145,0.2300,3.0992,840.1318,0.4194,4.6525,699.6688,0.2211,2.9266,642.7370
